population_count: 15
population_size: 15
node_cap: 500
generations: 50
target_accuracy: 95.0%
random_seed: 100
Population: 0  Node Count: 40
0.35 0.35
Generation # 0  Max Fitness: 1.0
New Best Fitness
Generation # 1  Max Fitness: 1.0
Generation # 2  Max Fitness: 1.0
Generation # 3  Max Fitness: 1.0
Generation # 4  Max Fitness: 1.0
Generation # 5  Max Fitness: 1.0
Generation # 6  Max Fitness: 1.0
Generation # 7  Max Fitness: 1.0
Generation # 8  Max Fitness: 1.0
Generation # 9  Max Fitness: 1.0
Generation # 10  Max Fitness: 1.0
Generation # 11  Max Fitness: 1.0
Generation # 12  Max Fitness: 1.0
Generation # 13  Max Fitness: 1.0
Generation # 14  Max Fitness: 1.0
Generation # 15  Max Fitness: 1.0
Generation # 16  Max Fitness: 1.0
Generation # 17  Max Fitness: 1.0
Generation # 18  Max Fitness: 1.0
Generation # 19  Max Fitness: 1.0
Generation # 20  Max Fitness: 1.0
Generation # 21  Max Fitness: 1.0
Generation # 22  Max Fitness: 1.0
Generation # 23  Max Fitness: 1.0
Generation # 24  Max Fitness: 1.0
Generation # 25  Max Fitness: 1.0
Generation # 26  Max Fitness: 1.0
Generation # 27  Max Fitness: 1.0
Generation # 28  Max Fitness: 1.0
Generation # 29  Max Fitness: 1.0
Generation # 30  Max Fitness: 1.0
Generation # 31  Max Fitness: 1.0
Generation # 32  Max Fitness: 1.0
Generation # 33  Max Fitness: 1.0
Generation # 34  Max Fitness: 1.0
Generation # 35  Max Fitness: 1.0
Generation # 36  Max Fitness: 1.0
Generation # 37  Max Fitness: 1.0
Generation # 38  Max Fitness: 1.0
Generation # 39  Max Fitness: 1.0
Generation # 40  Max Fitness: 1.0
Generation # 41  Max Fitness: 1.0
Generation # 42  Max Fitness: 1.0
Generation # 43  Max Fitness: 1.0
Generation # 44  Max Fitness: 1.0
Generation # 45  Max Fitness: 1.0
Generation # 46  Max Fitness: 1.0
Generation # 47  Max Fitness: 1.0
Generation # 48  Max Fitness: 1.0
Generation # 49  Max Fitness: 1.0
Accuracy:  94.35336976320583 %
Replaced  0.0  with  1.0
32 <= node_count < 40
Population: 1  Node Count: 38
0.35 0.35
Generation # 0  Max Fitness: 1.0
New Best Fitness
Generation # 1  Max Fitness: 1.0
Generation # 2  Max Fitness: 1.0
Generation # 3  Max Fitness: 1.0
Generation # 4  Max Fitness: 1.0
Generation # 5  Max Fitness: 1.0
Generation # 6  Max Fitness: 1.0
Generation # 7  Max Fitness: 1.0
Generation # 8  Max Fitness: 1.0
Generation # 9  Max Fitness: 1.0
Generation # 10  Max Fitness: 1.0
Generation # 11  Max Fitness: 1.0
Generation # 12  Max Fitness: 1.0
Generation # 13  Max Fitness: 1.0
Generation # 14  Max Fitness: 1.0
Generation # 15  Max Fitness: 1.0
Generation # 16  Max Fitness: 1.0
Generation # 17  Max Fitness: 1.0
Generation # 18  Max Fitness: 1.0
Generation # 19  Max Fitness: 1.0
Generation # 20  Max Fitness: 1.0
Generation # 21  Max Fitness: 1.0
Generation # 22  Max Fitness: 1.0
Generation # 23  Max Fitness: 1.0
Generation # 24  Max Fitness: 1.0
Generation # 25  Max Fitness: 1.0
Generation # 26  Max Fitness: 1.0
Generation # 27  Max Fitness: 1.0
Generation # 28  Max Fitness: 1.0
Generation # 29  Max Fitness: 1.0
Generation # 30  Max Fitness: 1.0
Generation # 31  Max Fitness: 1.0
Generation # 32  Max Fitness: 1.0
Generation # 33  Max Fitness: 1.0
Generation # 34  Max Fitness: 1.0
Generation # 35  Max Fitness: 1.0
Generation # 36  Max Fitness: 1.0
Generation # 37  Max Fitness: 1.0
Generation # 38  Max Fitness: 1.0
Generation # 39  Max Fitness: 1.0
Generation # 40  Max Fitness: 1.0
Generation # 41  Max Fitness: 1.0
Generation # 42  Max Fitness: 1.0
Generation # 43  Max Fitness: 1.0
Generation # 44  Max Fitness: 1.0
Generation # 45  Max Fitness: 1.0
Generation # 46  Max Fitness: 1.0
Generation # 47  Max Fitness: 1.0
Generation # 48  Max Fitness: 1.0
Generation # 49  Max Fitness: 1.0
Accuracy:  94.71766848816029 %
Replaced  1.0  with  1.0
32 <= node_count < 38
Population: 2  Node Count: 34
0.35 0.35
Generation # 0  Max Fitness: 1.0
New Best Fitness
Generation # 1  Max Fitness: 1.0
Generation # 2  Max Fitness: 1.0
Generation # 3  Max Fitness: 1.0
Generation # 4  Max Fitness: 1.0
Generation # 5  Max Fitness: 1.0
Generation # 6  Max Fitness: 1.0
Generation # 7  Max Fitness: 1.0
Generation # 8  Max Fitness: 1.0
Generation # 9  Max Fitness: 1.0
Generation # 10  Max Fitness: 1.0
Generation # 11  Max Fitness: 1.0
Generation # 12  Max Fitness: 1.0
Generation # 13  Max Fitness: 1.0
Generation # 14  Max Fitness: 1.0
Generation # 15  Max Fitness: 1.0
Generation # 16  Max Fitness: 1.0
Generation # 17  Max Fitness: 1.0
Generation # 18  Max Fitness: 1.0
Generation # 19  Max Fitness: 1.0
Generation # 20  Max Fitness: 1.0
Generation # 21  Max Fitness: 1.0
Generation # 22  Max Fitness: 1.0
Generation # 23  Max Fitness: 1.0
Generation # 24  Max Fitness: 1.0
Generation # 25  Max Fitness: 1.0
Generation # 26  Max Fitness: 1.0
Generation # 27  Max Fitness: 1.0
Generation # 28  Max Fitness: 1.0
Generation # 29  Max Fitness: 1.0
Generation # 30  Max Fitness: 1.0
Generation # 31  Max Fitness: 1.0
Generation # 32  Max Fitness: 1.0
Generation # 33  Max Fitness: 1.0
Generation # 34  Max Fitness: 1.0
Generation # 35  Max Fitness: 1.0
Generation # 36  Max Fitness: 1.0
Generation # 37  Max Fitness: 1.0
Generation # 38  Max Fitness: 1.0
