population_count: 15
population_size: 15
node_cap: 100
generations: 50
target_accuracy: 97.0%
random_seed: 4
Population: 0  Node Count: 78
4.4411019334199667e-13 4.4411019334199667e-13
Generation # 0  Max Fitness: 5.382083800321145e-05
New Best Fitness
Generation # 1  Max Fitness: 5.382083800321145e-05
Generation # 2  Max Fitness: 5.754140729699406e-05
New Best Fitness
Generation # 3  Max Fitness: 5.9339576275025124e-05
New Best Fitness
Generation # 4  Max Fitness: 5.9339576275025124e-05
Generation # 5  Max Fitness: 0.00010525462584349085
New Best Fitness
Generation # 6  Max Fitness: 0.00010525462584349085
Generation # 7  Max Fitness: 0.00010525462584349085
Generation # 8  Max Fitness: 0.00012042540431702193
New Best Fitness
Generation # 9  Max Fitness: 0.00014866308532928915
New Best Fitness
Generation # 10  Max Fitness: 0.00014866308532928915
Generation # 11  Max Fitness: 0.00014866308532928915
Generation # 12  Max Fitness: 0.00014866308532928915
Generation # 13  Max Fitness: 0.00014866308532928915
Generation # 14  Max Fitness: 0.00014866308532928915
Generation # 15  Max Fitness: 0.00014866308532928915
Generation # 16  Max Fitness: 0.00014866308532928915
Generation # 17  Max Fitness: 0.00014866308532928915
Generation # 18  Max Fitness: 0.00016455074330341165
New Best Fitness
Generation # 19  Max Fitness: 0.00016455074330341165
Generation # 20  Max Fitness: 0.00016455074330341165
Generation # 21  Max Fitness: 0.00016455074330341165
Generation # 22  Max Fitness: 0.00016455074330341165
Generation # 23  Max Fitness: 0.00016455074330341165
Generation # 24  Max Fitness: 0.00016455074330341165
Generation # 25  Max Fitness: 0.00016455074330341165
Generation # 26  Max Fitness: 0.00016455074330341165
Generation # 27  Max Fitness: 0.00016455074330341165
Generation # 28  Max Fitness: 0.00016455074330341165
Generation # 29  Max Fitness: 0.00016455074330341165
Generation # 30  Max Fitness: 0.00018546435741244045
New Best Fitness
Generation # 31  Max Fitness: 0.00018546435741244045
Generation # 32  Max Fitness: 0.00018546435741244045
Generation # 33  Max Fitness: 0.00018546435741244045
Generation # 34  Max Fitness: 0.00018546435741244045
Generation # 35  Max Fitness: 0.00018546435741244045
Generation # 36  Max Fitness: 0.00018546435741244045
Generation # 37  Max Fitness: 0.00018546435741244045
Generation # 38  Max Fitness: 0.00018546435741244045
Generation # 39  Max Fitness: 0.00018942133016473572
New Best Fitness
Generation # 40  Max Fitness: 0.00018942133016473572
Generation # 41  Max Fitness: 0.00018942133016473572
Generation # 42  Max Fitness: 0.00018942133016473572
Generation # 43  Max Fitness: 0.00018942133016473572
Generation # 44  Max Fitness: 0.00018942133016473572
Generation # 45  Max Fitness: 0.00018942133016473572
Generation # 46  Max Fitness: 0.00018942133016473572
Generation # 47  Max Fitness: 0.00018942133016473572
Generation # 48  Max Fitness: 0.00018942133016473572
Generation # 49  Max Fitness: 0.00018942133016473572
Accuracy:  95.55555555555556 %
Replaced  0.0  with  0.00018942133016473572
56 <= node_count < 100
Population: 1  Node Count: 74
2.5796994732412037e-10 2.5796994732412037e-10
Generation # 0  Max Fitness: 8.522744937709042e-05
New Best Fitness
Generation # 1  Max Fitness: 8.522744937709042e-05
Generation # 2  Max Fitness: 8.522744937709042e-05
Generation # 3  Max Fitness: 8.522744937709042e-05
Generation # 4  Max Fitness: 8.522744937709042e-05
Generation # 5  Max Fitness: 8.522744937709042e-05
Generation # 6  Max Fitness: 8.522744937709042e-05
Generation # 7  Max Fitness: 8.522744937709042e-05
Generation # 8  Max Fitness: 8.522744937709042e-05
Generation # 9  Max Fitness: 0.00010701277763642201
New Best Fitness
Generation # 10  Max Fitness: 0.00010701277763642201
Generation # 11  Max Fitness: 0.00014791982128730606
New Best Fitness
Generation # 12  Max Fitness: 0.0004395009991789872
New Best Fitness
Generation # 13  Max Fitness: 0.0004395009991789872
Generation # 14  Max Fitness: 0.0004395009991789872
Generation # 15  Max Fitness: 0.0004395009991789872
Generation # 16  Max Fitness: 0.0004395009991789872
Generation # 17  Max Fitness: 0.0004395009991789872
Generation # 18  Max Fitness: 0.0004395009991789872
Generation # 19  Max Fitness: 0.0004395009991789872
Generation # 20  Max Fitness: 0.0004395009991789872
Generation # 21  Max Fitness: 0.0004395009991789872
Generation # 22  Max Fitness: 0.0004395009991789872
Generation # 23  Max Fitness: 0.0005083780214383808
New Best Fitness
Generation # 24  Max Fitness: 0.0005083780214383808
Generation # 25  Max Fitness: 0.0005083780214383808
Generation # 26  Max Fitness: 0.0005083780214383808
Generation # 27  Max Fitness: 0.0007615484992727112
New Best Fitness
Generation # 28  Max Fitness: 0.0007615484992727112
Generation # 29  Max Fitness: 0.0007615484992727112
Generation # 30  Max Fitness: 0.0007615484992727112
Generation # 31  Max Fitness: 0.0007615484992727112
Generation # 32  Max Fitness: 0.0007615484992727112
Generation # 33  Max Fitness: 0.0010539287266720556
New Best Fitness
Generation # 34  Max Fitness: 0.0010539287266720556
Generation # 35  Max Fitness: 0.0010539287266720556
Generation # 36  Max Fitness: 0.0007615484992727112
Generation # 37  Max Fitness: 0.0007615484992727112
Generation # 38  Max Fitness: 0.0007615484992727112
Generation # 39  Max Fitness: 0.0007615484992727112
Generation # 40  Max Fitness: 0.0011804001738727023
New Best Fitness
Generation # 41  Max Fitness: 0.0011804001738727023
