population_count: 15
population_size: 15
node_cap: 500
generations: 50
target_accuracy: 95.0%
random_seed: 100
Population: 0  Node Count: 40
1.5028549787930574e-18 1.5028549787930574e-18
Generation # 0  Max Fitness: 0.005291005291005291
New Best Fitness
Generation # 1  Max Fitness: 0.005291005291005291
Generation # 2  Max Fitness: 0.005291005291005291
Generation # 3  Max Fitness: 0.005291005291005291
Generation # 4  Max Fitness: 0.005291005291005291
Generation # 5  Max Fitness: 0.005291005291005291
Generation # 6  Max Fitness: 0.0058823529411764705
New Best Fitness
Generation # 7  Max Fitness: 0.007751937984496124
New Best Fitness
Generation # 8  Max Fitness: 0.007751937984496124
Generation # 9  Max Fitness: 0.007751937984496124
Generation # 10  Max Fitness: 0.007751937984496124
Generation # 11  Max Fitness: 0.007751937984496124
Generation # 12  Max Fitness: 0.007751937984496124
Generation # 13  Max Fitness: 0.007751937984496124
Generation # 14  Max Fitness: 0.007751937984496124
Generation # 15  Max Fitness: 0.007751937984496124
Generation # 16  Max Fitness: 0.007751937984496124
Generation # 17  Max Fitness: 0.010869565217391304
New Best Fitness
Generation # 18  Max Fitness: 0.010869565217391304
Generation # 19  Max Fitness: 0.010869565217391304
Generation # 20  Max Fitness: 0.010869565217391304
Generation # 21  Max Fitness: 0.010869565217391304
Generation # 22  Max Fitness: 0.010869565217391304
Generation # 23  Max Fitness: 0.010869565217391304
Generation # 24  Max Fitness: 0.010869565217391304
Generation # 25  Max Fitness: 0.010869565217391304
Generation # 26  Max Fitness: 0.010869565217391304
Generation # 27  Max Fitness: 0.010869565217391304
Generation # 28  Max Fitness: 0.010869565217391304
Generation # 29  Max Fitness: 0.013333333333333334
New Best Fitness
Generation # 30  Max Fitness: 0.013333333333333334
Generation # 31  Max Fitness: 0.013333333333333334
Generation # 32  Max Fitness: 0.013333333333333334
Generation # 33  Max Fitness: 0.013333333333333334
Generation # 34  Max Fitness: 0.013333333333333334
Generation # 35  Max Fitness: 0.013333333333333334
Generation # 36  Max Fitness: 0.013333333333333334
Generation # 37  Max Fitness: 0.013333333333333334
Generation # 38  Max Fitness: 0.013333333333333334
Generation # 39  Max Fitness: 0.014925373134328358
New Best Fitness
Generation # 40  Max Fitness: 0.014925373134328358
Generation # 41  Max Fitness: 0.014925373134328358
Generation # 42  Max Fitness: 0.014925373134328358
Generation # 43  Max Fitness: 0.014925373134328358
Generation # 44  Max Fitness: 0.014925373134328358
Generation # 45  Max Fitness: 0.014925373134328358
Generation # 46  Max Fitness: 0.014925373134328358
Generation # 47  Max Fitness: 0.014925373134328358
Generation # 48  Max Fitness: 0.014925373134328358
Generation # 49  Max Fitness: 0.014925373134328358
Accuracy:  85.97449908925319 %
Replaced  0.0  with  0.014925373134328358
32 <= node_count < 500
Population: 1  Node Count: 60
0.00023931500291453136 0.00023931500291453136
Generation # 0  Max Fitness: 0.00023931500291453136
Generation # 1  Max Fitness: 0.00023931500291453136
Generation # 2  Max Fitness: 2.8132982207704723e-06
Generation # 3  Max Fitness: 2.8132982207704723e-06
Generation # 4  Max Fitness: 2.8132982207704723e-06
Generation # 5  Max Fitness: 0.00013499176109779763
Generation # 6  Max Fitness: 0.00013499176109779763
Generation # 7  Max Fitness: 0.00013499176109779763
Generation # 8  Max Fitness: 0.00013499176109779763
Generation # 9  Max Fitness: 0.00013499176109779763
Generation # 10  Max Fitness: 0.00014788510536835827
Generation # 11  Max Fitness: 0.00014788510536835827
Generation # 12  Max Fitness: 0.00014788510536835827
Generation # 13  Max Fitness: 0.00014788510536835827
Generation # 14  Max Fitness: 0.00015317301140059994
Generation # 15  Max Fitness: 0.00015317301140059994
Generation # 16  Max Fitness: 0.0011918951132300357
New Best Fitness
Generation # 17  Max Fitness: 0.0011918951132300357
Generation # 18  Max Fitness: 0.0011918951132300357
Generation # 19  Max Fitness: 0.0011918951132300357
Generation # 20  Max Fitness: 0.0011918951132300357
Generation # 21  Max Fitness: 0.0011918951132300357
Generation # 22  Max Fitness: 0.0011918951132300357
Generation # 23  Max Fitness: 0.0011918951132300357
Generation # 24  Max Fitness: 0.0011918951132300357
Generation # 25  Max Fitness: 0.0011918951132300357
Generation # 26  Max Fitness: 0.0011918951132300357
Generation # 27  Max Fitness: 0.0011918951132300357
Generation # 28  Max Fitness: 0.0011918951132300357
Generation # 29  Max Fitness: 0.0011918951132300357
Generation # 30  Max Fitness: 0.0011918951132300357
Generation # 31  Max Fitness: 0.0011918951132300357
Generation # 32  Max Fitness: 0.0011918951132300357
Generation # 33  Max Fitness: 0.0011918951132300357
Generation # 34  Max Fitness: 0.0011918951132300357
Generation # 35  Max Fitness: 0.0011918951132300357
Generation # 36  Max Fitness: 0.0012315270935960591
New Best Fitness
Generation # 37  Max Fitness: 0.0012315270935960591
Generation # 38  Max Fitness: 0.0012987012987012987
New Best Fitness
Generation # 39  Max Fitness: 0.0012987012987012987
Generation # 40  Max Fitness: 0.0012987012987012987
Generation # 41  Max Fitness: 0.0013550135501355014
New Best Fitness
Generation # 42  Max Fitness: 0.0013550135501355014
Generation # 43  Max Fitness: 0.0013550135501355014
Generation # 44  Max Fitness: 0.0013550135501355014
Generation # 45  Max Fitness: 0.0013550135501355014
Generation # 46  Max Fitness: 0.0013550135501355014
Generation # 47  Max Fitness: 0.0013550135501355014
Generation # 48  Max Fitness: 0.0013550135501355014
Generation # 49  Max Fitness: 0.002325581395348837
New Best Fitness
Accuracy:  92.16757741347905 %
Replaced  0.014925373134328358  with  0.002325581395348837
32 <= node_count < 500
Population: 2  Node Count: 70
4.6295226432673913e-35 4.6295226432673913e-35
Generation # 0  Max Fitness: 0.00017174483072036689
New Best Fitness
Generation # 1  Max Fitness: 0.00017174483072036689
Generation # 2  Max Fitness: 0.00017174483072036689
Generation # 3  Max Fitness: 0.00017174483072036689
Generation # 4  Max Fitness: 0.00017174483072036689
Generation # 5  Max Fitness: 0.00017174483072036689
Generation # 6  Max Fitness: 0.00014841829401058572
Generation # 7  Max Fitness: 0.00014841829401058572
Generation # 8  Max Fitness: 0.00014975942317333197
Generation # 9  Max Fitness: 0.00014975942317333197
Generation # 10  Max Fitness: 0.0016420361247947454
New Best Fitness
Generation # 11  Max Fitness: 0.0016420361247947454
Generation # 12  Max Fitness: 0.0016420361247947454
Generation # 13  Max Fitness: 0.0016420361247947454
Generation # 14  Max Fitness: 0.0016420361247947454
Generation # 15  Max Fitness: 0.0016420361247947454
Generation # 16  Max Fitness: 0.0016420361247947454
Generation # 17  Max Fitness: 0.0016420361247947454
Generation # 18  Max Fitness: 0.0017482517482517483
New Best Fitness
Generation # 19  Max Fitness: 0.0017482517482517483
Generation # 20  Max Fitness: 0.0017482517482517483
Generation # 21  Max Fitness: 0.0017699115044247787
New Best Fitness
Generation # 22  Max Fitness: 0.0017699115044247787
Generation # 23  Max Fitness: 0.0017699115044247787
Generation # 24  Max Fitness: 0.0017699115044247787
Generation # 25  Max Fitness: 0.0017699115044247787
Generation # 26  Max Fitness: 0.0017699115044247787
Generation # 27  Max Fitness: 0.001941747572815534
New Best Fitness
Generation # 28  Max Fitness: 0.002506265664160401
New Best Fitness
Generation # 29  Max Fitness: 0.002506265664160401
Generation # 30  Max Fitness: 0.002506265664160401
Generation # 31  Max Fitness: 0.002506265664160401
