population_count: 15
population_size: 20
node_cap: 300
generations: 50
target_accuracy: 95.0%
random_seed: 10
Population: 0  Node Count: 297
0.63 0.63
Generation # 0  Max Fitness: 0.63
Generation # 1  Max Fitness: 0.63
Generation # 2  Max Fitness: 0.63
Generation # 3  Max Fitness: 0.63
Generation # 4  Max Fitness: 0.63
Generation # 5  Max Fitness: 0.63
Generation # 6  Max Fitness: 0.63
Generation # 7  Max Fitness: 0.63
Generation # 8  Max Fitness: 0.63
Generation # 9  Max Fitness: 0.63
Generation # 10  Max Fitness: 0.63
Generation # 11  Max Fitness: 0.63
Generation # 12  Max Fitness: 0.63
Generation # 13  Max Fitness: 0.63
Generation # 14  Max Fitness: 0.63
Generation # 15  Max Fitness: 0.63
Generation # 16  Max Fitness: 0.63
Generation # 17  Max Fitness: 0.63
Generation # 18  Max Fitness: 0.63
Generation # 19  Max Fitness: 0.63
Generation # 20  Max Fitness: 0.63
Generation # 21  Max Fitness: 0.63
Generation # 22  Max Fitness: 0.63
Generation # 23  Max Fitness: 0.63
Generation # 24  Max Fitness: 0.63
Generation # 25  Max Fitness: 0.63
Generation # 26  Max Fitness: 0.63
Generation # 27  Max Fitness: 0.63
Generation # 28  Max Fitness: 0.63
Generation # 29  Max Fitness: 0.63
Generation # 30  Max Fitness: 0.63
Generation # 31  Max Fitness: 0.63
Generation # 32  Max Fitness: 0.63
Generation # 33  Max Fitness: 0.63
Generation # 34  Max Fitness: 0.63
Generation # 35  Max Fitness: 0.63
Generation # 36  Max Fitness: 0.63
Generation # 37  Max Fitness: 0.63
Generation # 38  Max Fitness: 0.63
Generation # 39  Max Fitness: 0.63
Generation # 40  Max Fitness: 0.63
Generation # 41  Max Fitness: 0.63
Generation # 42  Max Fitness: 0.63
Generation # 43  Max Fitness: 0.63
Generation # 44  Max Fitness: 0.63
Generation # 45  Max Fitness: 0.63
Generation # 46  Max Fitness: 0.63
Generation # 47  Max Fitness: 0.63
Generation # 48  Max Fitness: 0.63
Generation # 49  Max Fitness: 0.63
Accuracy:  55.00000000000001 %
Replaced  0.0  with  0.63
32 <= node_count < 300
Population: 1  Node Count: 62
0.63 0.63
Generation # 0  Max Fitness: 0.63
Generation # 1  Max Fitness: 0.63
Generation # 2  Max Fitness: 0.63
Generation # 3  Max Fitness: 0.63
Generation # 4  Max Fitness: 0.63
Generation # 5  Max Fitness: 0.63
Generation # 6  Max Fitness: 0.63
Generation # 7  Max Fitness: 0.63
Generation # 8  Max Fitness: 0.63
Generation # 9  Max Fitness: 0.63
Generation # 10  Max Fitness: 0.63
Generation # 11  Max Fitness: 0.63
Generation # 12  Max Fitness: 0.63
Generation # 13  Max Fitness: 0.63
Generation # 14  Max Fitness: 0.63
Generation # 15  Max Fitness: 0.63
Generation # 16  Max Fitness: 0.63
Generation # 17  Max Fitness: 0.63
Generation # 18  Max Fitness: 0.63
Generation # 19  Max Fitness: 0.63
Generation # 20  Max Fitness: 0.63
Generation # 21  Max Fitness: 0.63
Generation # 22  Max Fitness: 0.63
Generation # 23  Max Fitness: 0.63
Generation # 24  Max Fitness: 0.63
Generation # 25  Max Fitness: 0.63
Generation # 26  Max Fitness: 0.63
Generation # 27  Max Fitness: 0.63
Generation # 28  Max Fitness: 0.63
