population_count: 15
population_size: 15
node_cap: 500
generations: 50
target_accuracy: 95.0%
random_seed: 100
Population: 0  Node Count: 40
1.7789319008188012e-16 1.7789319008188012e-16
Generation # 0  Max Fitness: 0.01020408163265306
New Best Fitness
Generation # 1  Max Fitness: 0.023809523809523808
New Best Fitness
Generation # 2  Max Fitness: 0.023809523809523808
Generation # 3  Max Fitness: 0.03125
New Best Fitness
Generation # 4  Max Fitness: 0.03125
Generation # 5  Max Fitness: 0.03125
Generation # 6  Max Fitness: 0.03125
Generation # 7  Max Fitness: 0.03125
Generation # 8  Max Fitness: 0.03125
Generation # 9  Max Fitness: 0.03125
Generation # 10  Max Fitness: 0.08333333333333333
New Best Fitness
Generation # 11  Max Fitness: 0.08333333333333333
Generation # 12  Max Fitness: 0.08333333333333333
Generation # 13  Max Fitness: 0.08333333333333333
Generation # 14  Max Fitness: 0.08333333333333333
Generation # 15  Max Fitness: 0.09090909090909091
New Best Fitness
Generation # 16  Max Fitness: 0.09090909090909091
Generation # 17  Max Fitness: 0.09090909090909091
Generation # 18  Max Fitness: 0.09090909090909091
Generation # 19  Max Fitness: 0.09090909090909091
Generation # 20  Max Fitness: 0.09090909090909091
Generation # 21  Max Fitness: 0.125
New Best Fitness
Generation # 22  Max Fitness: 0.2
New Best Fitness
Generation # 23  Max Fitness: 0.2
Generation # 24  Max Fitness: 0.2
Generation # 25  Max Fitness: 0.2
Generation # 26  Max Fitness: 0.2
Generation # 27  Max Fitness: 0.25
New Best Fitness
Generation # 28  Max Fitness: 0.25
Generation # 29  Max Fitness: 0.25
Generation # 30  Max Fitness: 0.25
Generation # 31  Max Fitness: 0.25
Generation # 32  Max Fitness: 0.25
Generation # 33  Max Fitness: 0.25
Generation # 34  Max Fitness: 0.25
Generation # 35  Max Fitness: 0.25
Generation # 36  Max Fitness: 0.25
Generation # 37  Max Fitness: 0.25
Generation # 38  Max Fitness: 0.25
Generation # 39  Max Fitness: 0.25
Generation # 40  Max Fitness: 0.25
Generation # 41  Max Fitness: 0.25
Generation # 42  Max Fitness: 0.25
Generation # 43  Max Fitness: 0.25
Generation # 44  Max Fitness: 0.25
Generation # 45  Max Fitness: 0.25
Generation # 46  Max Fitness: 0.25
Generation # 47  Max Fitness: 0.25
Generation # 48  Max Fitness: 0.25
Generation # 49  Max Fitness: 0.25
Accuracy:  89.61748633879782 %
Replaced  0.0  with  0.25
32 <= node_count < 500
Population: 1  Node Count: 60
1.135407079757667e-21 1.135407079757667e-21
Generation # 0  Max Fitness: 0.0053475935828877
New Best Fitness
Generation # 1  Max Fitness: 0.0053475935828877
Generation # 2  Max Fitness: 0.0053475935828877
Generation # 3  Max Fitness: 0.008849557522123894
New Best Fitness
Generation # 4  Max Fitness: 0.008849557522123894
Generation # 5  Max Fitness: 0.008849557522123894
Generation # 6  Max Fitness: 0.008849557522123894
Generation # 7  Max Fitness: 0.009523809523809525
New Best Fitness
Generation # 8  Max Fitness: 0.009523809523809525
Generation # 9  Max Fitness: 0.009523809523809525
Generation # 10  Max Fitness: 0.009523809523809525
Generation # 11  Max Fitness: 0.009523809523809525
Generation # 12  Max Fitness: 0.009523809523809525
Generation # 13  Max Fitness: 0.009523809523809525
Generation # 14  Max Fitness: 0.009523809523809525
Generation # 15  Max Fitness: 0.009523809523809525
Generation # 16  Max Fitness: 0.009523809523809525
Generation # 17  Max Fitness: 0.010869565217391304
New Best Fitness
Generation # 18  Max Fitness: 0.010869565217391304
Generation # 19  Max Fitness: 0.010869565217391304
Generation # 20  Max Fitness: 0.010869565217391304
Generation # 21  Max Fitness: 0.010869565217391304
Generation # 22  Max Fitness: 0.010869565217391304
Generation # 23  Max Fitness: 0.010869565217391304
Generation # 24  Max Fitness: 0.010869565217391304
Generation # 25  Max Fitness: 0.010869565217391304
Generation # 26  Max Fitness: 0.010869565217391304
Generation # 27  Max Fitness: 0.0136986301369863
New Best Fitness
Generation # 28  Max Fitness: 0.0136986301369863
Generation # 29  Max Fitness: 0.01818181818181818
New Best Fitness
Generation # 30  Max Fitness: 0.01818181818181818
Generation # 31  Max Fitness: 0.01818181818181818
Generation # 32  Max Fitness: 0.01818181818181818
Generation # 33  Max Fitness: 0.01818181818181818
Generation # 34  Max Fitness: 0.01818181818181818
Generation # 35  Max Fitness: 0.019230769230769232
New Best Fitness
Generation # 36  Max Fitness: 0.01694915254237288
Generation # 37  Max Fitness: 0.0136986301369863
Generation # 38  Max Fitness: 0.0136986301369863
Generation # 39  Max Fitness: 0.0136986301369863
Generation # 40  Max Fitness: 0.0136986301369863
Generation # 41  Max Fitness: 0.0136986301369863
Generation # 42  Max Fitness: 0.017241379310344827
Generation # 43  Max Fitness: 0.017241379310344827
Generation # 44  Max Fitness: 0.017241379310344827
Generation # 45  Max Fitness: 0.02040816326530612
New Best Fitness
Generation # 46  Max Fitness: 0.02040816326530612
Generation # 47  Max Fitness: 0.02564102564102564
New Best Fitness
Generation # 48  Max Fitness: 0.02564102564102564
Generation # 49  Max Fitness: 0.02564102564102564
Accuracy:  88.70673952641167 %
32 <= node_count < 500
Population: 2  Node Count: 50
3.775710614226527e-19 3.775710614226527e-19
Generation # 0  Max Fitness: 0.005952380952380952
New Best Fitness
Generation # 1  Max Fitness: 0.006802721088435374
New Best Fitness
Generation # 2  Max Fitness: 0.006802721088435374
Generation # 3  Max Fitness: 0.006802721088435374
Generation # 4  Max Fitness: 0.03321667679752147
New Best Fitness
Generation # 5  Max Fitness: 0.03321667679752147
Generation # 6  Max Fitness: 0.03321667679752147
Generation # 7  Max Fitness: 0.03321667679752147
Generation # 8  Max Fitness: 0.03321667679752147
Generation # 9  Max Fitness: 0.03321667679752147
Generation # 10  Max Fitness: 0.03321667679752147
Generation # 11  Max Fitness: 0.03321667679752147
Generation # 12  Max Fitness: 0.03321667679752147
Generation # 13  Max Fitness: 0.03321667679752147
Generation # 14  Max Fitness: 0.03321667679752147
Generation # 15  Max Fitness: 0.03321667679752147
Generation # 16  Max Fitness: 0.03321667679752147
Generation # 17  Max Fitness: 0.03321667679752147
Generation # 18  Max Fitness: 0.03321667679752147
Generation # 19  Max Fitness: 0.03321667679752147
Generation # 20  Max Fitness: 0.03321667679752147
Generation # 21  Max Fitness: 0.03321667679752147
