population_count: 15
population_size: 15
node_cap: 100
generations: 50
target_accuracy: 97.0%
random_seed: 0
Population: 0  Node Count: 76
1.0503842089387526e-14 1.0503842089387526e-14
Generation # 0  Max Fitness: 1.91543464289296e-05
New Best Fitness
Generation # 1  Max Fitness: 1.91543464289296e-05
Generation # 2  Max Fitness: 1.91543464289296e-05
Generation # 3  Max Fitness: 5.9328722380515715e-05
New Best Fitness
Generation # 4  Max Fitness: 5.9328722380515715e-05
Generation # 5  Max Fitness: 0.00011203362724613451
New Best Fitness
Generation # 6  Max Fitness: 0.00011203362724613451
Generation # 7  Max Fitness: 0.00011203362724613451
Generation # 8  Max Fitness: 0.00011203362724613451
Generation # 9  Max Fitness: 0.00025485552589183405
New Best Fitness
Generation # 10  Max Fitness: 0.00044061319686920477
New Best Fitness
Generation # 11  Max Fitness: 0.00044061319686920477
Generation # 12  Max Fitness: 0.00044061319686920477
Generation # 13  Max Fitness: 0.00044061319686920477
Generation # 14  Max Fitness: 0.00044061319686920477
Generation # 15  Max Fitness: 0.00044061319686920477
Generation # 16  Max Fitness: 0.00044061319686920477
Generation # 17  Max Fitness: 0.00041910043680506634
Generation # 18  Max Fitness: 0.00041910043680506634
Generation # 19  Max Fitness: 0.00041910043680506634
Generation # 20  Max Fitness: 0.00041910043680506634
Generation # 21  Max Fitness: 0.00041910043680506634
Generation # 22  Max Fitness: 0.00041910043680506634
Generation # 23  Max Fitness: 0.00041910043680506634
Generation # 24  Max Fitness: 0.00041910043680506634
Generation # 25  Max Fitness: 0.00041910043680506634
Generation # 26  Max Fitness: 0.00041910043680506634
Generation # 27  Max Fitness: 0.00041910043680506634
Generation # 28  Max Fitness: 0.00041910043680506634
Generation # 29  Max Fitness: 0.00041910043680506634
Generation # 30  Max Fitness: 0.00041910043680506634
Generation # 31  Max Fitness: 0.00041910043680506634
Generation # 32  Max Fitness: 0.00041910043680506634
Generation # 33  Max Fitness: 0.00041910043680506634
Generation # 34  Max Fitness: 0.00041910043680506634
Generation # 35  Max Fitness: 0.00041910043680506634
Generation # 36  Max Fitness: 0.00041910043680506634
Generation # 37  Max Fitness: 0.00041910043680506634
Generation # 38  Max Fitness: 0.00041910043680506634
Generation # 39  Max Fitness: 0.00041910043680506634
Generation # 40  Max Fitness: 0.00041910043680506634
Generation # 41  Max Fitness: 0.00041910043680506634
Generation # 42  Max Fitness: 0.00044061319686920477
Generation # 43  Max Fitness: 0.00044061319686920477
Generation # 44  Max Fitness: 0.00044061319686920477
Generation # 45  Max Fitness: 0.00044061319686920477
Generation # 46  Max Fitness: 0.00044061319686920477
Generation # 47  Max Fitness: 0.00044061319686920477
Generation # 48  Max Fitness: 0.00044061319686920477
Generation # 49  Max Fitness: 0.00044061319686920477
Accuracy:  97.0 %
Replaced  0.0  with  0.00044061319686920477
32 <= node_count < 76
Population: 1  Node Count: 54
8.790885650863149e-12 8.790885650863149e-12
Generation # 0  Max Fitness: 5.585553606183277e-05
New Best Fitness
Generation # 1  Max Fitness: 8.895830366123656e-05
New Best Fitness
Generation # 2  Max Fitness: 8.895830366123656e-05
Generation # 3  Max Fitness: 0.00010027317561814822
New Best Fitness
Generation # 4  Max Fitness: 0.00010027317561814822
Generation # 5  Max Fitness: 0.00010027317561814822
Generation # 6  Max Fitness: 0.00010027317561814822
Generation # 7  Max Fitness: 0.000173570752422949
New Best Fitness
Generation # 8  Max Fitness: 0.000173570752422949
Generation # 9  Max Fitness: 0.000173570752422949
Generation # 10  Max Fitness: 0.000173570752422949
Generation # 11  Max Fitness: 0.000173570752422949
Generation # 12  Max Fitness: 0.000173570752422949
Generation # 13  Max Fitness: 0.0002578327215421663
New Best Fitness
Generation # 14  Max Fitness: 0.0002578327215421663
Generation # 15  Max Fitness: 0.0002578327215421663
Generation # 16  Max Fitness: 0.0002578327215421663
Generation # 17  Max Fitness: 0.0002578327215421663
Generation # 18  Max Fitness: 0.0002578327215421663
Generation # 19  Max Fitness: 0.0002578327215421663
Generation # 20  Max Fitness: 0.0002578327215421663
Generation # 21  Max Fitness: 0.00030892762062826635
New Best Fitness
Generation # 22  Max Fitness: 0.00030892762062826635
Generation # 23  Max Fitness: 0.00030892762062826635
Generation # 24  Max Fitness: 0.00030892762062826635
Generation # 25  Max Fitness: 0.00040731047295873823
New Best Fitness
Generation # 26  Max Fitness: 0.0006923222906385514
New Best Fitness
Generation # 27  Max Fitness: 0.0006923222906385514
Generation # 28  Max Fitness: 0.0006923222906385514
Generation # 29  Max Fitness: 0.0006923222906385514
Generation # 30  Max Fitness: 0.0006000505025231554
Generation # 31  Max Fitness: 0.0010294540557426127
New Best Fitness
Generation # 32  Max Fitness: 0.0010294540557426127
Generation # 33  Max Fitness: 0.0010294540557426127
Generation # 34  Max Fitness: 0.0010294540557426127
Generation # 35  Max Fitness: 0.0010294540557426127
Generation # 36  Max Fitness: 0.0010294540557426127
Generation # 37  Max Fitness: 0.0010294540557426127
Generation # 38  Max Fitness: 0.0010294540557426127
